group,session,date,feeding,age_juv_wks,bout_nr,bout,start_time,end_time,duration,focal,behavior,receiver,play_type,playface,
Washington,22,24.02.2022,before,28,5,middle,00:11:52:01,00:11:53:04,00:00:01:04,juv_fem  ,chase   ,juv_male ,dyad,NA,
Washington,22,24.02.2022,before,28,5,middle,00:11:55:01,00:11:57:15,00:00:02:15,juv_fem  ,wrestle   ,juv_male ,dyad,NA,
Washington,22,24.02.2022,before,28,5,end_bout,00:11:57:15,00:11:57:15,00:00:00:01,juv_fem  ,wrestle_out   ,NA,dyad,NA,
Washington,22,24.02.2022,before,28,6,start_bout,00:12:07:01,00:12:09:22,00:00:02:22,juv_male  ,chase   ,juv_fem ,dyad,NA,
Washington,22,24.02.2022,before,28,6,middle,00:12:09:23,00:12:10:19,00:00:00:22,juv_male  ,wrestle   ,juv_fem ,dyad,NA,
Washington,22,24.02.2022,before,28,6,middle,00:12:10:19,00:12:10:19,00:00:00:01,juv_fem  ,wrestle_out   ,NA,dyad,NA,
Washington,22,24.02.2022,before,28,6,middle,00:12:11:16,00:12:12:09,00:00:00:19,juv_male  ,chase   ,juv_fem ,dyad,NA,
Washington,22,24.02.2022,before,28,6,middle,00:12:20:21,00:12:22:04,00:00:01:09,juv_fem  ,wrestle   ,juv_male ,dyad,NA,
Washington,22,24.02.2022,before,28,6,middle,00:12:22:04,00:12:22:04,00:00:00:01,juv_male  ,wrestle_out   ,NA,dyad,NA,
Washington,22,24.02.2022,before,28,6,middle,00:12:22:19,00:12:27:01,00:00:04:08,juv_fem  ,chase   ,juv_male ,dyad,NA,
Washington,22,24.02.2022,before,28,6,middle,00:12:36:06,00:12:37:04,00:00:00:24,juv_fem  ,chase   ,juv_male ,dyad,NA,
Washington,22,24.02.2022,before,28,6,middle,00:12:41:24,00:12:41:24,00:00:00:01,juv_fem  ,jump_other   ,juv_male ,dyad,NA,
Washington,22,24.02.2022,before,28,6,middle,00:12:41:24,00:12:44:08,00:00:02:10,juv_fem  ,wrestle   ,juv_male ,dyad,NA,
Washington,22,24.02.2022,before,28,6,middle,00:12:44:08,00:12:44:08,00:00:00:01,juv_fem  ,wrestle_out   ,NA,dyad,NA,
Washington,22,24.02.2022,before,28,6,middle,00:12:48:21,00:12:48:21,00:00:00:01,juv_fem  ,touch   ,juv_male ,dyad,NA,
Washington,22,24.02.2022,before,28,6,middle,00:12:54:00,00:12:57:05,00:00:03:06,juv_fem  ,wrestle   ,juv_male ,dyad,NA,
Washington,22,24.02.2022,before,28,6,middle,00:12:57:05,00:12:57:05,00:00:00:01,juv_male  ,wrestle_out   ,NA,dyad,NA,
Washington,22,24.02.2022,before,28,6,middle,00:12:57:21,00:13:02:03,00:00:04:08,juv_fem  ,chase   ,juv_male ,dyad,NA,
Washington,22,24.02.2022,before,28,6,middle,00:13:05:10,00:13:05:10,00:00:00:01,juv_fem  ,jump_other   ,juv_male ,dyad,NA,
Washington,22,24.02.2022,before,28,6,middle,00:13:08:10,00:13:08:10,00:00:00:01,juv_fem  ,touch   ,juv_male ,dyad,NA,
Washington,22,24.02.2022,before,28,6,middle,00:13:09:07,00:13:10:20,00:00:01:14,juv_fem  ,chase   ,juv_male ,dyad,NA,
Washington,22,24.02.2022,before,28,6,middle,00:13:10:20,00:13:12:24,00:00:02:05,juv_fem  ,wrestle   ,juv_male ,dyad,NA,
Washington,22,24.02.2022,before,28,6,middle,00:13:12:24,00:13:12:24,00:00:00:01,juv_male  ,wrestle_out   ,NA,dyad,NA,
Washington,22,24.02.2022,before,28,6,middle,00:13:14:04,00:13:14:04,00:00:00:01,juv_male  ,jump_other   ,juv_fem ,dyad,NA,
Washington,22,24.02.2022,before,28,6,middle,00:13:14:04,00:13:18:07,00:00:04:04,juv_male  ,wrestle   ,juv_fem ,dyad,NA,
Washington,22,24.02.2022,before,28,6,end_bout,00:13:18:07,00:13:18:07,00:00:00:01,juv_fem  ,wrestle_out   ,NA,dyad,NA,
Washington,22,24.02.2022,before,28,2,invitation,00:13:18:16,00:13:19:10,00:00:00:20,juv_fem  ,supine   ,juv_male ,dyad,0,
Washington,22,24.02.2022,before,28,7,start/end_bout,00:13:26:20,00:13:29:24,00:00:03:05,juv_fem  ,chase   ,juv_male ,dyad,NA,
Washington,22,24.02.2022,before,28,3,invitation,00:13:37:09,00:13:39:12,00:00:02:04,juv_fem  ,supine   ,juv_male ,dyad,1,
Washington,22,24.02.2022,before,28,8,start_bout,00:13:39:12,00:13:39:12,00:00:00:01,juv_male  ,jump_other   ,juv_fem ,dyad,NA,
Washington,22,24.02.2022,before,28,8,middle,00:13:39:12,00:13:45:12,00:00:06:01,juv_male  ,wrestle   ,juv_fem ,dyad,NA,
Washington,22,24.02.2022,before,28,8,middle,00:13:45:12,00:13:45:12,00:00:00:01,juv_male  ,wrestle_out   ,NA,dyad,NA,
Washington,22,24.02.2022,before,28,8,middle,00:13:46:07,00:13:46:07,00:00:00:01,juv_fem  ,touch   ,juv_male ,dyad,NA,
Washington,22,24.02.2022,before,28,8,middle,00:13:46:09,00:13:49:01,00:00:02:18,juv_fem  ,chase   ,juv_male ,dyad,NA,
Washington,22,24.02.2022,before,28,8,middle,00:13:51:11,00:13:53:16,00:00:02:06,juv_fem  ,wrestle   ,juv_male ,dyad,NA,
Washington,22,24.02.2022,before,28,8,middle,00:13:53:16,00:13:53:16,00:00:00:01,juv_fem  ,wrestle_out   ,NA,dyad,NA,
Washington,22,24.02.2022,before,28,8,middle,00:13:54:00,00:13:57:10,00:00:03:11,juv_male  ,chase   ,juv_fem ,dyad,NA,
Washington,22,24.02.2022,before,28,8,middle,00:13:57:10,00:13:57:15,00:00:00:06,juv_male  ,pull   ,juv_fem ,dyad,NA,
Washington,22,24.02.2022,before,28,8,middle,00:14:00:22,00:14:02:06,00:00:01:10,juv_fem  ,pull   ,juv_male ,dyad,NA,
Washington,22,24.02.2022,before,28,8,middle,00:14:02:04,00:14:02:23,00:00:00:20,juv_male  ,wrestle   ,juv_fem ,dyad,NA,
Washington,22,24.02.2022,before,28,8,middle,00:14:02:23,00:14:02:23,00:00:00:01,juv_fem  ,wrestle_out   ,NA,dyad,NA,
Washington,22,24.02.2022,before,28,8,middle,00:14:04:11,00:14:11:18,00:00:07:08,juv_male  ,wrestle   ,juv_fem ,dyad,NA,
Washington,22,24.02.2022,before,28,8,middle,00:14:11:18,00:14:11:18,00:00:00:01,juv_male  ,wrestle_out   ,NA,dyad,NA,
Washington,22,24.02.2022,before,28,8,middle,00:14:12:17,00:14:16:14,00:00:03:23,juv_male  ,chase   ,juv_fem ,dyad,NA,
Washington,22,24.02.2022,before,28,8,end_bout,00:14:22:08,00:14:23:10,00:00:01:03,juv_male  ,chase   ,juv_fem ,dyad,NA,
Washington,22,24.02.2022,before,28,3,poly,00:14:25:02,00:14:26:03,00:00:01:02,juv_male  ,chase   ,juv_fem ,poly,NA,
Washington,22,24.02.2022,before,28,3,poly,00:14:26:03,00:14:30:12,00:00:04:10,juv_male  ,wrestle   ,juv_fem ,poly,NA,
Washington,22,24.02.2022,before,28,3,poly,00:14:30:12,00:14:43:17,00:00:13:05,father  ,wrestle   ,siblings ,poly,NA,
Washington,22,24.02.2022,before,28,3,poly,00:14:43:17,00:14:43:17,00:00:00:01,juv_male  ,wrestle_out   , ,poly,NA,
Washington,22,24.02.2022,before,28,3,poly,00:14:43:17,00:14:52:22,00:00:09:06,father  ,wrestle   ,juv_fem ,poly,NA,
Washington,22,24.02.2022,before,28,3,poly,00:14:52:22,00:14:52:22,00:00:00:01,juv_fem  ,wrestle_out   , ,poly,NA,
Washington,22,24.02.2022,before,28,9,start_bout,00:14:57:02,00:14:57:22,00:00:00:21,juv_male  ,chase   ,juv_fem ,dyad,NA,
Washington,22,24.02.2022,before,28,9,middle,00:15:01:06,00:15:04:05,00:00:03:00,juv_fem  ,chase   ,juv_male ,dyad,NA,
Washington,22,24.02.2022,before,28,9,end_bout,00:15:12:24,00:15:12:24,00:00:00:01,juv_fem  ,touch   ,juv_male ,dyad,NA,
Washington,22,24.02.2022,before,28,4,poly,00:15:15:03,00:15:15:03,00:00:00:01,juv_male  ,jump_other   ,juv_fem ,poly,NA,
Washington,22,24.02.2022,before,28,4,poly,00:15:15:03,00:15:16:15,00:00:01:13,juv_male  ,wrestle   ,juv_fem ,poly,NA,
Washington,22,24.02.2022,before,28,4,poly,00:15:16:15,00:15:36:24,00:00:20:10,father  ,wrestle   ,siblings ,poly,NA,
Washington,22,24.02.2022,before,28,4,poly,00:15:36:24,00:15:36:24,00:00:00:01,juv_fem  ,wrestle_out   , ,poly,NA,
Washington,22,24.02.2022,before,28,4,poly,00:15:36:24,00:15:38:03,00:00:01:05,father  ,wrestle   ,juv_male ,poly,NA,
Washington,22,24.02.2022,before,28,4,poly,00:15:38:03,00:15:38:03,00:00:00:01,juv_male  ,wrestle_out   , ,poly,NA,
Washington,22,24.02.2022,before,28,10,start_bout,00:15:51:19,00:15:55:01,00:00:03:08,juv_fem  ,wrestle   ,father ,dyad,NA,
Washington,22,24.02.2022,before,28,10,end_bout,00:15:55:01,00:15:55:01,00:00:00:01,father  ,wrestle_out   ,NA,dyad,NA,
Washington,22,24.02.2022,before,28,11,start_bout,00:16:22:10,00:16:22:10,00:00:00:01,juv_fem  ,touch   ,juv_male ,dyad,NA,
Washington,22,24.02.2022,before,28,11,middle,00:16:23:09,00:16:23:09,00:00:00:01,juv_male  ,touch   ,juv_fem ,dyad,NA,
Washington,22,24.02.2022,before,28,11,end_bout,00:16:24:08,00:16:24:08,00:00:00:01,juv_male  ,touch   ,juv_fem ,dyad,NA,
Washington,22,24.02.2022,before,28,12,start/end_bout,00:16:26:21,00:16:26:21,00:00:00:01,father  ,touch   ,juv_fem ,dyad,NA,
Washington,22,24.02.2022,before,28,13,start_bout,00:16:27:12,00:16:27:12,00:00:00:01,juv_fem  ,jump_other   ,juv_male ,dyad,NA,
Washington,22,24.02.2022,before,28,13,middle,00:16:27:12,00:16:28:16,00:00:01:05,juv_fem  ,wrestle   ,juv_male ,dyad,NA,
Washington,22,24.02.2022,before,28,13,end_bout,00:16:28:16,00:16:28:16,00:00:00:01,juv_fem  ,wrestle_out   ,NA,dyad,NA,
Washington,22,24.02.2022,before,28,5,poly,00:16:39:16,00:16:48:13,00:00:08:23,juv_fem  ,wrestle   ,juv_male ,poly,NA,
Washington,22,24.02.2022,before,28,5,poly,00:16:48:13,00:17:09:05,00:00:20:18,father  ,wrestle   ,juv_fem ,poly,NA,
Washington,22,24.02.2022,before,28,5,poly,00:17:09:05,00:17:09:05,00:00:00:01,father  ,wrestle_out   , ,poly,NA,
Washington,22,24.02.2022,before,28,5,poly,00:17:09:05,00:17:12:21,00:00:03:17,juv_fem  ,wrestle   ,juv_male ,poly,NA,
Washington,22,24.02.2022,before,28,5,poly,00:17:12:21,00:17:12:21,00:00:00:01,siblings  ,wrestle_out   , ,poly,NA,
Washington,22,24.02.2022,before,28,5,poly,00:17:16:16,00:17:31:06,00:00:14:16,juv_fem  ,wrestle   ,juv_male ,poly,NA,
Washington,22,24.02.2022,before,28,5,poly,00:17:16:24,00:17:16:24,00:00:00:01,father  ,touch   ,juv_male ,poly,NA,
Washington,22,24.02.2022,before,28,5,poly,00:17:18:06,00:17:37:08,00:00:19:03,father  ,wrestle   ,siblings ,poly,NA,
Washington,22,24.02.2022,before,28,5,poly,00:17:37:08,00:17:37:08,00:00:00:01,siblings  ,wrestle_out   , ,poly,NA,
Washington,22,24.02.2022,before,28,14,start_bout,00:17:44:21,00:17:44:21,00:00:00:01,juv_fem  ,jump_other   ,juv_male ,dyad,NA,
Washington,22,24.02.2022,before,28,14,middle,00:17:44:21,00:17:47:10,00:00:02:15,juv_fem  ,wrestle   ,juv_male ,dyad,NA,
Washington,22,24.02.2022,before,28,14,end_bout,00:17:47:10,00:17:47:10,00:00:00:01,juv_fem  ,wrestle_out   ,NA,dyad,NA,
Washington,22,24.02.2022,before,28,5,poly,00:17:49:22,00:17:49:22,00:00:00:01,juv_fem  ,jump_other   ,juv_male ,poly,NA,
Washington,22,24.02.2022,before,28,5,poly,00:17:49:22,00:17:51:02,00:00:01:06,juv_fem  ,wrestle   ,juv_male ,poly,NA,
Washington,22,24.02.2022,before,28,5,poly,00:17:51:02,00:18:06:23,00:00:15:22,father  ,wrestle   ,siblings ,poly,NA,
Washington,22,24.02.2022,before,28,5,poly,00:18:06:23,00:18:06:23,00:00:00:01,juv_male  ,wrestle_out   , ,poly,NA,
Washington,22,24.02.2022,before,28,5,poly,00:18:06:23,00:18:07:16,00:00:00:19,father  ,wrestle   ,juv_fem ,poly,NA,
Washington,22,24.02.2022,before,28,5,poly,00:18:07:16,00:18:07:16,00:00:00:01,juv_fem  ,wrestle_out   , ,poly,NA,
Washington,22,24.02.2022,before,28,5,poly,00:18:08:07,00:18:08:07,00:00:00:01,father  ,touch   ,juv_fem ,poly,NA,
Washington,22,24.02.2022,before,28,6,poly,00:18:22:04,00:18:22:04,00:00:00:01,juv_fem  ,jump_other   ,juv_male ,poly,NA,
Washington,22,24.02.2022,before,28,6,poly,00:18:22:04,00:18:26:19,00:00:04:16,juv_fem  ,wrestle   ,juv_male ,poly,NA,
Washington,22,24.02.2022,before,28,6,poly,00:18:23:21,00:18:26:22,00:00:03:02,father  ,wrestle   ,siblings ,poly,NA,
Washington,22,24.02.2022,before,28,6,poly,00:18:26:19,00:18:26:19,00:00:00:01,juv_fem  ,wrestle_out   , ,poly,NA,
Washington,22,24.02.2022,before,28,6,poly,00:18:26:22,00:18:26:22,00:00:00:01,father  ,wrestle_out   , ,poly,NA,
Washington,22,24.02.2022,before,28,15,start_bout,00:18:42:14,00:18:42:14,00:00:00:01,juv_male  ,jump_other   ,juv_fem ,dyad,NA,
Washington,22,24.02.2022,before,28,15,end_bout,00:18:43:18,00:18:43:18,00:00:00:01,juv_fem  ,touch   ,juv_male ,dyad,NA,
Washington,22,24.02.2022,before,28,7,poly,00:18:48:00,00:18:50:17,00:00:02:18,juv_fem  ,wrestle   ,juv_male ,poly,NA,
Washington,22,24.02.2022,before,28,7,poly,00:18:49:14,00:18:52:02,00:00:02:13,father  ,wrestle   ,juv_fem ,poly,NA,
Washington,22,24.02.2022,before,28,7,poly,00:18:50:17,00:18:50:17,00:00:00:01,juv_male  ,wrestle_out   , ,poly,NA,
Washington,22,24.02.2022,before,28,7,poly,00:18:52:02,00:18:52:02,00:00:00:01,juv_fem  ,wrestle_out   , ,poly,NA,
Washington,22,24.02.2022,before,28,16,start_bout,00:18:57:03,00:18:58:05,00:00:01:03,juv_male  ,chase   ,juv_fem ,dyad,NA,
Washington,22,24.02.2022,before,28,16,end_bout,00:18:58:05,00:18:58:05,00:00:00:01,juv_male  ,touch   ,juv_fem ,dyad,NA,
Washington,22,24.02.2022,before,28,17,start/end_bout,00:19:37:07,00:19:37:07,00:00:00:01,juv_fem  ,jump_other   ,father ,dyad,NA,
Guapa,28,06.09.2021,after,26,1,invitation,00:07:46:16,00:07:46:19,00:00:00:04,juv_male  , supine   ,unknown ,NA,1,
Guapa,28,06.09.2021,after,26,2,invitation,00:08:51:23,00:08:52:08,00:00:00:11,juv_male  , supine   ,unknown ,NA,0,
Guapa,28,06.09.2021,after,26,3,invitation,00:08:54:03,00:08:55:04,00:00:01:02,juv_male  , supine   ,juv_fem ,dyad,0,
Guapa,28,06.09.2021,after,26,4,invitation,00:08:56:05,00:09:00:02,00:00:03:23,juv_male  , hide   ,father/juv_fem,poly,NA,
Guapa,28,06.09.2021,after,26,1,start_bout,00:09:26:11,00:09:26:11,00:00:00:01,juv_male  ,touch    ,juv_fem ,dyad,NA,
Guapa,28,06.09.2021,after,26,1,middle,00:09:32:03,00:09:32:03,00:00:00:01,juv_fem  ,jump_other    ,juv_male ,dyad,NA,
Guapa,28,06.09.2021,after,26,1,middle,00:09:32:03,00:09:33:07,00:00:01:05,juv_fem  ,wrestle    ,juv_male ,dyad,NA,
Guapa,28,06.09.2021,after,26,1,end_bout,00:09:33:07,00:09:33:07,00:00:00:01,juv_male  ,wrestle_out    ,NA,dyad,NA,
Guapa,28,06.09.2021,after,26,5,invitation,00:09:50:00,00:09:50:15,00:00:00:16,juv_male  , supine   ,juv_fem ,dyad,0,
Guapa,28,06.09.2021,after,26,2,start_bout,00:09:59:12,00:09:59:12,00:00:00:01,juv_fem  ,jump_other    ,juv_male ,dyad,NA,
Guapa,28,06.09.2021,after,26,2,middle,00:10:00:14,00:10:05:09,00:00:04:21,juv_male  ,wrestle    ,juv_fem ,dyad,NA,
Guapa,28,06.09.2021,after,26,2,middle,00:10:05:09,00:10:05:09,00:00:00:01,juv_fem  ,wrestle_out    ,NA,dyad,NA,
Guapa,28,06.09.2021,after,26,2,end_bout,00:10:06:14,00:10:06:14,00:00:00:01,juv_male  ,touch    ,juv_fem ,dyad,NA,
Guapa,28,06.09.2021,after,26,6,invitation,00:10:20:11,00:10:24:06,00:00:03:21,juv_fem  , hide   ,mother/juv_male,poly,NA,
Guapa,28,06.09.2021,after,26,3,start_bout,00:10:40:00,00:10:40:00,00:00:00:01,juv_fem  ,jump_other    ,juv_male ,dyad,NA,
Guapa,28,06.09.2021,after,26,3,end_bout,00:10:40:01,00:10:44:01,00:00:04:01,juv_fem  ,pull    ,juv_male ,dyad,NA,
Guapa,28,06.09.2021,after,26,7,invitation,00:12:11:14,00:12:12:20,00:00:01:07,juv_male  , supine   ,unknown ,NA,0,
Guapa,28,06.09.2021,after,26,4,start/end_bout,00:14:41:03,00:14:41:03,00:00:00:01,juv_male  ,touch    ,father ,dyad,NA,
Guapa,28,06.09.2021,after,26,8,invitation,00:15:30:02,00:15:33:06,00:00:03:05,juv_fem  , supine   ,juv_male ,dyad,0,
Guapa,28,06.09.2021,after,26,5,start_bout,00:15:47:06,00:15:57:00,00:00:09:20,mother  ,wrestle    ,juv_fem ,dyad,NA,
Guapa,28,06.09.2021,after,26,1,poly,00:15:52:07,00:15:52:07,00:00:00:01,juv_male  ,touch    ,mother/juv_fem ,poly,NA,
Guapa,28,06.09.2021,after,26,5,end_bout,00:15:57:00,00:15:57:00,00:00:00:01,mother  ,wrestle_out    ,NA,dyad,NA,
Guapa,29,08.09.2021,during,26,1,poly,00:08:22:24,00:08:29:24,00:00:07:00,mother  ,wrestle    ,juv_male ,poly,NA,
Guapa,29,08.09.2021,during,26,1,poly,00:08:27:20,00:08:27:20,00:00:00:01,juv_fem  ,jump_other    ,mother ,poly,NA,
Guapa,29,08.09.2021,during,26,1,poly,00:08:27:20,00:08:38:12,00:00:10:18,juv_fem  ,wrestle    ,mother ,poly,NA,
Guapa,29,08.09.2021,during,26,1,poly,00:08:34:23,00:08:34:23,00:00:00:01,juv_male  ,touch    ,juv_fem ,poly,NA,
Guapa,29,08.09.2021,during,26,1,poly,00:08:38:12,00:08:38:12,00:00:00:01,mother  ,wrestle_out    , ,poly,NA,
Guapa,29,08.09.2021,during,26,1,start/end_bout,00:09:20:13,00:09:21:00,00:00:00:12,juv_fem  ,so_stalk    ,juv_male ,dyad,NA,
Guapa,29,08.09.2021,during,26,1,invitation,00:09:37:23,00:09:38:06,00:00:00:09,juv_fem  , si_stalk   ,juv_male ,dyad,NA,
Guapa,29,08.09.2021,during,26,2,invitation,00:10:38:24,00:10:40:15,00:00:01:16,juv_male  , si_stalk   ,juv_fem ,dyad,NA,
Guapa,29,08.09.2021,during,26,3,invitation,00:11:48:14,00:11:49:22,00:00:01:08,juv_male  , supine   , juv_fem,dyad,0,
Guapa,29,08.09.2021,during,26,4,invitation,00:11:59:02,00:12:04:19,00:00:05:18,juv_male  , supine   ,father/juv_fem ,poly,1,
Guapa,29,08.09.2021,during,26,2,start_bout,00:12:24:19,00:12:29:20,00:00:05:02,juv_fem  ,wrestle    ,father ,dyad,NA,
Guapa,29,08.09.2021,during,26,2,end_bout,00:12:29:20,00:12:29:20,00:00:00:01,juv_fem  ,wrestle_out    ,NA,dyad,NA,
Guapa,29,08.09.2021,during,26,5,invitation,00:13:28:12,00:13:31:10,00:00:02:24,juv_male  , supine   ,juv_fem ,dyad,0,
Guapa,29,08.09.2021,during,26,3,start/end_bout,00:13:41:10,00:13:41:10,00:00:00:01,juv_fem  ,touch    ,juv_male ,dyad,NA,
Guapa,29,08.09.2021,during,26,6,invitation,00:14:47:24,00:14:48:08,00:00:00:10,juv_male  , supine   ,unknown,NA,0,
Guapa,29,08.09.2021,during,26,7,invitation,00:15:10:04,00:15:11:00,00:00:00:22,juv_male  , hide   ,juv_fem ,dyad,NA,
Guapa,29,08.09.2021,during,26,4,start_bout,00:15:55:03,00:15:58:10,00:00:03:08,juv_fem  ,wrestle    ,juv_male ,dyad,NA,
Guapa,29,08.09.2021,during,26,4,middle,00:15:58:10,00:15:58:10,00:00:00:01,juv_male  ,wrestle_out    ,NA,dyad,NA,
Guapa,29,08.09.2021,during,26,4,end_bout,00:16:03:08,00:16:03:23,00:00:00:16,juv_male  ,chase    ,juv_fem ,dyad,NA,
Guapa,29,08.09.2021,during,26,8,invitation,00:16:14:20,00:16:16:06,00:00:01:11,juv_fem  ,si_stalk,mother ,dyad,NA,
Guapa,29,08.09.2021,during,26,9,invitation,00:16:16:06,00:16:20:17,00:00:04:16,juv_fem,hide,unknown,NA,NA,
Guapa,29,08.09.2021,during,26,5,start_bout,00:16:47:02,00:16:51:17,00:00:04:16,juv_male  ,wrestle    ,juv_fem ,dyad,NA,
Guapa,29,08.09.2021,during,26,5,middle,00:16:51:17,00:16:51:17,00:00:00:01,juv_fem  ,wrestle_out    ,NA,dyad,NA,
Guapa,29,08.09.2021,during,26,5,middle,00:16:54:17,00:16:54:17,00:00:00:01,juv_male  ,wrestle    ,juv_fem ,dyad,NA,
Guapa,29,08.09.2021,during,26,5,middle,00:17:00:18,00:17:03:05,00:00:02:13,juv_fem  ,wrestle    ,juv_male ,dyad,NA,
Guapa,29,08.09.2021,during,26,5,middle,00:17:03:05,00:17:03:05,00:00:00:01,juv_fem  ,wrestle_out    ,NA,dyad,NA,
Guapa,29,08.09.2021,during,26,5,end_bout,00:17:03:14,00:17:04:14,00:00:01:01,juv_male  ,chase    ,juv_fem ,dyad,NA,
Guapa,29,08.09.2021,during,26,10,invitation,00:17:22:15,00:17:23:13,00:00:00:24,juv_male  , supine   ,juv_fem ,dyad,1,
Guapa,29,08.09.2021,during,26,6,start_bout,00:20:35:07,00:20:40:04,00:00:04:23,juv_fem  ,wrestle    ,father ,dyad,NA,
Guapa,29,08.09.2021,during,26,6,end_bout,00:20:40:04,00:20:40:04,00:00:00:01,father  ,wrestle_out    ,NA,dyad,NA,
Guapa,29,08.09.2021,during,26,2,poly,00:21:25:22,00:21:25:22,00:00:00:01,juv_male  ,jump_other    ,father ,poly,NA,
Guapa,29,08.09.2021,during,26,2,poly,00:21:25:22,00:21:27:07,00:00:01:11,juv_male  ,wrestle    ,father ,poly,NA,
Guapa,29,08.09.2021,during,26,2,poly,00:21:27:07,00:21:27:07,00:00:00:01,father  ,wrestle_out    , ,poly,NA,
Guapa,29,08.09.2021,during,26,2,poly,00:21:27:07,00:21:32:23,00:00:05:17,juv_fem  ,wrestle    ,juv_male ,poly,NA,
Guapa,29,08.09.2021,during,26,2,poly,00:21:32:23,00:21:32:23,00:00:00:01,juv_fem  ,wrestle_out    , ,poly,NA,
Guapa,29,08.09.2021,during,26,2,poly,00:21:34:17,00:21:34:17,00:00:00:01,juv_male  ,touch    ,juv_fem ,poly,NA,
Guapa,29,08.09.2021,during,26,7,start_bout,00:21:47:15,00:21:59:18,00:00:12:04,juv_fem  ,wrestle    ,juv_male ,dyad,NA,
Guapa,29,08.09.2021,during,26,7,middle,00:21:59:18,00:21:59:18,00:00:00:01,juv_fem  ,wrestle_out    ,NA,dyad,NA,
Guapa,29,08.09.2021,during,26,7,middle,00:22:01:19,00:22:12:24,00:00:11:06,juv_fem  ,wrestle    ,juv_male ,dyad,NA,
Guapa,29,08.09.2021,during,26,7,middle,00:22:12:24,00:22:12:24,00:00:00:01,juv_fem  ,wrestle_out    ,NA,dyad,NA,
Guapa,29,08.09.2021,during,26,7,middle,00:22:14:21,00:22:14:21,00:00:00:01,juv_male  ,jump_other    ,juv_fem ,dyad,NA,
Guapa,29,08.09.2021,during,26,7,middle,00:22:14:21,00:22:16:14,00:00:01:19,juv_male  ,wrestle    ,juv_fem ,dyad,NA,
Guapa,29,08.09.2021,during,26,7,end_bout,00:22:16:14,00:22:16:14,00:00:00:01,juv_fem ,wrestle_out    ,NA,dyad,NA,
Guapa,30,10.09.2021,before,27,1,start_bout,00:07:39:01,00:07:46:02,00:00:07:02,juv_male  ,wrestle    ,juv_fem ,dyad,NA,
Guapa,30,10.09.2021,before,27,1,middle,00:07:49:08,00:07:49:23,00:00:00:16,juv_male  ,wrestle    ,juv_fem ,dyad,NA,
Guapa,30,10.09.2021,before,27,1,middle,00:07:49:23,00:07:49:23,00:00:00:01,juv_fem  ,wrestle_out    ,NA,dyad,NA,
Guapa,30,10.09.2021,before,27,1,end_bout,00:07:51:05,00:07:51:05,00:00:00:01,juv_male  ,jump_other    ,juv_fem ,dyad,NA,
Guapa,30,10.09.2021,before,27,1,invitation,00:07:51:23,00:07:53:08,00:00:01:11,juv_fem  , si_stalk   ,father ,dyad,NA,
Guapa,30,10.09.2021,before,27,2,start_bout,00:07:54:04,00:07:55:13,00:00:01:10,father  ,wrestle    ,juv_male ,dyad,NA,
Guapa,30,10.09.2021,before,27,2,end_bout,00:07:55:13,00:07:55:13,00:00:00:01,father  ,wrestle_out    ,NA,dyad,NA,
Guapa,30,10.09.2021,before,27,2,invitation,00:07:58:24,00:07:59:18,00:00:00:20,juv_fem  , hide   ,father ,dyad,NA,
Guapa,30,10.09.2021,before,27,3,start_bout,00:08:13:22,00:08:14:19,00:00:00:23,juv_fem  ,wrestle    ,father ,dyad,NA,
Guapa,30,10.09.2021,before,27,3,end_bout,00:08:14:19,00:08:14:19,00:00:00:01,juv_fem  ,wrestle_out    ,NA,dyad,NA,
Guapa,30,10.09.2021,before,27,4,start_bout,00:08:19:05,00:08:19:05,00:00:00:01,juv_male  ,jump_other    ,father ,dyad,NA,
Guapa,30,10.09.2021,before,27,4,middle,00:08:19:05,00:08:20:10,00:00:01:06,juv_male  ,wrestle    ,father ,dyad,NA,
Guapa,30,10.09.2021,before,27,4,end_bout,00:08:20:10,00:08:20:10,00:00:00:01,father  ,wrestle_out    ,NA,dyad,NA,
Guapa,30,10.09.2021,before,27,3,invitation,00:08:29:07,00:08:31:13,00:00:02:07,juv_male  ,hide,father ,dyad,NA,
Guapa,30,10.09.2021,before,27,4,invitation,00:08:31:20,00:08:31:23,00:00:00:04,juv_fem  , si_stalk   ,father ,dyad,NA,
Guapa,30,10.09.2021,before,27,5,start_bout,00:08:34:19,00:08:35:04,00:00:00:11,juv_male  ,wrestle    ,father ,dyad,NA,
Guapa,30,10.09.2021,before,27,5,end_bout,00:08:35:04,00:08:35:04,00:00:00:01,juv_male  ,wrestle_out    ,NA,dyad,NA,
Guapa,30,10.09.2021,before,27,6,start/end_bout,00:08:46:11,00:08:47:15,00:00:01:05,juv_fem  ,chase    ,father ,dyad,NA,
Guapa,30,10.09.2021,before,27,5,invitation,00:08:48:09,00:08:49:13,00:00:01:05,juv_fem  , si_stalk   ,father ,dyad,NA,
Guapa,30,10.09.2021,before,27,7,start_bout,00:09:04:02,00:09:04:02,00:00:00:01,juv_male  ,touch    ,juv_fem ,dyad,NA,
Guapa,30,10.09.2021,before,27,7,end_bout,00:09:05:18,00:09:05:18,00:00:00:01,juv_male  ,touch    ,juv_fem ,dyad,NA,
Guapa,30,10.09.2021,before,27,8,start_bout,00:09:15:12,00:09:15:12,00:00:00:01,juv_male  ,jump_other,juv_fem ,dyad,NA,
